sample_id,datapoint_key,grain_id,track_id,track_type,apparent_length_um,angle_to_c_axis_deg,dpar_um
MU19-54,MU19-54_DP001,GRAIN_949,TRK_949,confined,,,
MU19-54,MU19-54_DP001,GRAIN_950,TRK_950,confined,,,
MU19-54,MU19-54_DP001,GRAIN_951,TRK_951,confined,,,
MU19-54,MU19-54_DP001,GRAIN_952,TRK_952,confined,,,
MU19-54,MU19-54_DP001,GRAIN_953,TRK_953,confined,,,
MU19-54,MU19-54_DP001,GRAIN_954,TRK_954,confined,,,
MU19-54,MU19-54_DP001,GRAIN_955,TRK_955,confined,,,
MU19-54,MU19-54_DP001,GRAIN_956,TRK_956,confined,,,
MU19-54,MU19-54_DP001,GRAIN_957,TRK_957,confined,,,
MU19-54,MU19-54_DP001,GRAIN_958,TRK_958,confined,,,
MU19-54,MU19-54_DP001,GRAIN_959,TRK_959,confined,,,
MU19-54,MU19-54_DP001,GRAIN_960,TRK_960,confined,,,
MU19-54,MU19-54_DP001,GRAIN_961,TRK_961,confined,,,
MU19-54,MU19-54_DP001,GRAIN_962,TRK_962,confined,,,
MU19-54,MU19-54_DP001,GRAIN_963,TRK_963,confined,,,
MU19-54,MU19-54_DP001,GRAIN_964,TRK_964,confined,,,
MU19-54,MU19-54_DP001,GRAIN_965,TRK_965,confined,,,
MU19-54,MU19-54_DP001,GRAIN_966,TRK_966,confined,,,
MU19-54,MU19-54_DP001,GRAIN_967,TRK_967,confined,,,
MU19-54,MU19-54_DP001,GRAIN_968,TRK_968,confined,,,
MU19-54,MU19-54_DP001,GRAIN_969,TRK_969,confined,,,
MU19-54,MU19-54_DP001,GRAIN_970,TRK_970,confined,,,
MU19-54,MU19-54_DP001,GRAIN_971,TRK_971,confined,,,
MU19-54,MU19-54_DP001,GRAIN_972,TRK_972,confined,,,
MU19-54,MU19-54_DP001,GRAIN_973,TRK_973,confined,,,
MU19-54,MU19-54_DP001,GRAIN_974,TRK_974,confined,,,
MU19-54,MU19-54_DP001,GRAIN_975,TRK_975,confined,,,
